"success_rate","is_txn_conflicted","card_issuer_country","priority_logic_tag","udf6","txn_latency_enum","payment_method_type"
0,"RESOLVED","United Arab Emirates","70% TAP",NA,"10M-1H","CARD"
0,"MATCH",NA,"Card",NA,"1D-3D","NB"
100,"RESOLVED","INDIA",NA,"4b582eb4-2ca1-462c-a35a-64453003","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930875792","0M-1M","CARD"
0,NA,"INDIA","Testing 15Dec-copy-",NA,"0M-1M","CARD"
50,"RESOLVED","UNITED STATES OF AMERICA","wallet pl 2",NA,"1M-2M","CARD"
100,"RESOLVED","UNITEDSTATES","FIDO","udf6","0M-1M","CARD"
0,"RESOLVED","INDIA",NA,"FAID","6M-7M","CARD"
0,NA,NA,"Pinelabls_testing","1930856422","0M-1M","NB"
0,NA,NA,"Test - Jo",NA,"1D-3D","WALLET"
100,"RESOLVED",NA,"Cahsfree Testing","27gd3fhvjbho","0M-1M","NB"
100,"RESOLVED","INDIA","Tata PA - 25% TN and 5% of other cards","BPPTN0877778497835413504","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_5nknKYLo52ccsJY","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","3juzvt6aqxyk","0M-1M","NB"
0,"MATCH","United Arab Emirates","UAT- Phase 1- Payment Rules-All LOBs-25/11/2025",NA,"3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","t274ooyfnnro","0M-1M","NB"
0,"MATCH",NA,NA,"testUdfAb6","0M-1M","UPI"
0,"RESOLVED",NA,"ABFRL New Priority Logic-3",NA,"0M-1M","WALLET"
100,"RESOLVED",NA,"Cahsfree Testing","wpzrn35knjvw","0M-1M","NB"
50,"RESOLVED",NA,"TPSL-AADHAAR","NA","2M-3M","NB"
0,"RESOLVED",NA,NA,"251102TCC250455923209223681","10M-1H","UPI"
0,"MATCH","United Arab Emirates","payU only",NA,"1M-2M","CARD"
100,"RESOLVED",NA,NA,"epn_mS0mUd0I2nlmxBN","0M-1M","UPI"
0,"RESOLVED","UNITEDSTATES",NA,"subscription|OD1745583861434|176","3M-4M","CARD"
100,"RESOLVED",NA,NA,"18460f96-4cf7-47e8-a7c3-50d83e0a","0M-1M","NB"
100,"RESOLVED","INDIA","SI via Billdesk",NA,"1M-2M","CARD"
25,"RESOLVED",NA,"razorpay testing logic",NA,"0M-1M","UPI"
0,"RESOLVED",NA,"Cahsfree Testing","di79k8roavo7","1M-2M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930875575","0M-1M","CARD"
100,"CONFLICTED",NA,"ABSLI UAT Priority logic 04112025 KVB_OSB_OTM",NA,"10M-1H","WALLET"
100,"RESOLVED","INDIA","Pinelabls_testing","1930866766","3M-4M","CARD"
100,"RESOLVED",NA,NA,"RID-190d906c-732d-4302-87c5-aa93","0M-1M","NB"
100,"RESOLVED",NA,"UPI MANDATE 30% Razorpay 30%PAYU 30% YESBIZ",NA,"5M-6M","UPI"
0,"MATCH","UNITED STATES OF AMERICA",NA,NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"ax2508","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","0gww2dv2czjg","0M-1M","NB"
100,"RESOLVED",NA,NA,"6963dba0-84f2-4b57-b","0M-1M","WALLET"
0,"MATCH",NA,NA,"ios","1D-3D","NB"
100,"RESOLVED",NA,NA,"epn_5nj3T8H4ptQ0oIn","0M-1M","UPI"
0,NA,NA,"Pinelabls_testing","1930867484","0M-1M","NB"
0,NA,"INDIA","Pinelabls_testing","1930874620","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","ls626h1ubihj","0M-1M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930855911","0M-1M","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","b4afcb40-fd02-477e-998c-83d2d473","0M-1M","CARD"
100,"RESOLVED","INDIA","UPI_Paytm","100|600.0|58|3|Direct Wallet cli","10M-1H","CARD"
0,"RESOLVED",NA,NA,"mcpj8clbdsz","6M-7M","UPI"
100,"RESOLVED",NA,NA,"CFC","10M-1H","NB"
0,NA,NA,NA,NA,"10M-1H","WALLET"
100,"RESOLVED",NA,"Tata PA - 25% TN and 5% of other cards","BPPTN0884328192313196544","0M-1M","NB"
91.67,"RESOLVED",NA,"PayU+Billdesk - 2",NA,"0M-1M","NB"
95.24,"RESOLVED",NA,"MPGS",NA,"0M-1M","NB"
100,"CONFLICTED","United Arab Emirates",NA,NA,"10M-1H","CARD"
0,NA,"USA","Pinelabls_testing","1930858905","0M-1M","CARD"
0,"MATCH","UNITEDSTATES",NA,NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"9adc0705-e015-49c7-9","0M-1M","NB"
2.56,"RESOLVED",NA,"newLTFS",NA,"0M-1M","NB"
0,NA,NA,NA,"eyJhbGciOiJSUzI1NiIsInR5cCI6IkpX","1D-3D","NB"
0,"MATCH",NA,"Surcharge with Billdesk and PayU","https://sellonlineuat.tataaia.co","5M-6M","NB"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022703_ad","0M-1M","NB"
0,NA,"INDIA",NA,"5232ca31-ece5-4a2c-8db5-af459cf3","0M-1M","CARD"
100,"RESOLVED",NA,NA,"RID-7dc46467-dba7-4517-a5e4-f0d0","0M-1M","NB"
50,"RESOLVED",NA,"Cahsfree Testing","c55nmpy686ry","0M-1M","UPI"
0,"RESOLVED","INDIA","PayU - 100%","1930873539","10M-1H","CARD"
100,"RESOLVED",NA,NA,"mwebandroid","0M-1M","UPI"
100,"RESOLVED",NA,NA,"RID-ff0c1466-b0cd-41fe-bc25-a826","0M-1M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930861864","0M-1M","CARD"
0,"RESOLVED",NA,NA,"50cc7aac-78af-43a2-9b62-74109c0d","10M-1H","UPI"
100,"RESOLVED",NA,NA,"epn_5mvXY5aSFF7yDosevF","0M-1M","NB"
0,"RESOLVED",NA,NA,"7a0b66f5-6b54-4c8e-abce-26ea9b07","10M-1H","UPI"
100,"RESOLVED",NA,NA,"2779bd3f-58bf-4a72-92ac-216057e6","0M-1M","UPI"
0,"RESOLVED",NA,NA,"6cd9f517-5c8e-4336-9194-301c6655","10M-1H","UPI"
0,"MATCH",NA,"TST1-copy-0",NA,"1H-1D","UPI"
0,"RESOLVED","INDIA","staging handler",NA,"10M-1H","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","7l4bb22egqie","0M-1M","NB"
0,NA,NA,NA,"N","0M-1M","NB"
0,"RESOLVED","United Arab Emirates",NA,"ios","3M-4M","CARD"
66.67,"RESOLVED",NA,"Routing Logic ML",NA,"0M-1M","NB"
0,NA,"USA","Pinelabls_testing","1930860202","0M-1M","CARD"
0,"RESOLVED",NA,NA,"ZWF0c3VyZV9pb3M=_10027099_7uWGSX","5M-6M","NB"
0,"RESOLVED","United Arab Emirates",NA,"S28","3M-4M","CARD"
0,"RESOLVED",NA,"Easebuzz Routing","CH14","7M-8M","NB"
100,"RESOLVED","INDIA",NA,"9317","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_5nb9waxmUVF2KphL8p","0M-1M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","yvgyzpoms86i","0M-1M","WALLET"
0,"RESOLVED",NA,"newLTFS",NA,"0M-1M","WALLET"
100,"RESOLVED",NA,NA,"7006245","0M-1M","NB"
100,"RESOLVED",NA,NA,"epn_5nbDomuSxE5hIgg","0M-1M","NB"
100,"RESOLVED",NA,NA,"7284","0M-1M","NB"
100,"RESOLVED",NA,NA,"epn_5m2F4YjM7n3rFvh","0M-1M","NB"
100,"RESOLVED",NA,NA,"3ca5ed79-53b4-5bc0-aba9-db6467db","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","m8cw0mwgxs6g","0M-1M","NB"
0,"MATCH",NA,"ICICI_UPI Gateway test",NA,"1H-1D","NB"
0,"RESOLVED",NA,NA,"0956a7d6-22c6-425b-9f14-312ff4ee","10M-1H","UPI"
100,"RESOLVED","INDIA",NA,"100","1M-2M","CARD"
0,"MATCH","INDIA","razorpay testing logic",NA,"1M-2M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930861901","0M-1M","CARD"
0,NA,"UNITEDSTATES","mpgs 2",NA,"0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930864404","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930871159","0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","8mxbsgf24m0z","0M-1M","NB"
0,NA,NA,"hyperpg_testingv3",NA,"0M-1M","UPI"
100,"RESOLVED",NA,"50/50 payu paytm cards 25/75 upi",NA,"4M-5M","UPI"
0,"RESOLVED","INDIA","PayU - 100%","1930872321","10M-1H","CARD"
100,"RESOLVED",NA,NA,"374bea1d-fc07-4848-a","0M-1M","WALLET"
100,"RESOLVED",NA,NA,"6c53508c-bc88-5d5d-adc2-2787ba20","0M-1M","NB"
100,"RESOLVED",NA,NA,"7c8f59aa-4c91-4151-ae27-c6ddbe55","0M-1M","NB"
0,"RESOLVED",NA,NA,"7yevb4y63ik","7M-8M","UPI"
0,"RESOLVED",NA,NA,"epn_UtwE0TmxXqD49dI","1M-2M","UPI"
100,"RESOLVED",NA,NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","3M-4M","RTP"
100,"RESOLVED","USA","Pinelabls_testing","1930857058","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","oyvdyz22mfey","0M-1M","UPI"
0,"RESOLVED","UNITED STATES OF AMERICA","MPGS 1",NA,"3M-4M","CARD"
100,"RESOLVED",NA,NA,"c4ae775d-b238-4a1e-a0bb-a194609e","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"GIF1764072917050","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","eqhiwjoclw4d","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","rz97uxnxpt3w","0M-1M","NB"
16.67,"RESOLVED",NA,"Easebuzz Routing","CH03","1M-2M","NB"
100,"RESOLVED","INDIA",NA,"GFT23569976220","0M-1M","CARD"
0,"MATCH",NA,"hyperpg_testingv3","Desktop","10M-1H","WALLET"
0,"RESOLVED","INDIA",NA,"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","rb0ok45015tc","0M-1M","NB"
nan,"RESOLVED","INDIA","Pinelabls_testing","1930861424","0M-1M","CARD"
0,"RESOLVED",NA,"wallet pl 2",NA,"2M-3M","NB"
100,"CONFLICTED",NA,"Current PL 25072025",NA,"10M-1H","NB"
0,"RESOLVED","USA","Pinelabls_testing","1930859720","3M-4M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","c1ps39kk6d6a","0M-1M","NB"
0,"MATCH",NA,NA,"7182","10M-1H","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930865267","0M-1M","CARD"
100,"RESOLVED",NA,NA,"58fd620f-db19-41e0-9a3c-b69f2ff5","0M-1M","UPI"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"ZWF0c3VyZV9hbmRyb2lk_10026175_6_","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930875715","0M-1M","CARD"
100,"RESOLVED",NA,"UPI_ROUTER","0ae08c3e-d258-44df-a5fd-711d2fc0","0M-1M","NB"
0,NA,NA,"swedc",NA,"0M-1M","UPI"
100,"RESOLVED","USA","Pinelabls_testing","1930857410","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930865268","0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","d6qph6o4enfq","0M-1M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","964g96o7kd6t","0M-1M","UPI"
100,"RESOLVED",NA,NA,"RID-9c6cc16d-f713-4693-9753-af76","0M-1M","NB"
0,"RESOLVED",NA,"YES BANK TESTING",NA,"5M-6M","UPI"
100,"RESOLVED",NA,NA,"epn_v8hBx0S6bd7SBxt","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","cpmwjvct2fjs","0M-1M","NB"
100,"RESOLVED",NA,NA,"cc3236d8-4dec-4447-b","0M-1M","NB"
100,"RESOLVED",NA,"PL4","691da7eb01931430956b0511","0M-1M","WALLET"
0,"RESOLVED","INDIA","PayU - 100%","1930873845","10M-1H","CARD"
100,"RESOLVED",NA,NA,"RID-8afbed49-8204-4d39-a231-68a5","0M-1M","NB"
0,"RESOLVED",NA,NA,"7a43de05-a588-4e70-91ab-44a46c3e","10M-1H","UPI"
100,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc4ODQyLCJjbG90","0M-1M","WALLET"
0,"RESOLVED",NA,"Yes_biz_j test pg dec 12 2025","subscription","0M-1M","UPI"
0,"RESOLVED","INDIA","Code based Priority logic with CC transactions routed to PayU Surcharge MID",NA,"10M-1H","CARD"
0,NA,"INDIA","Pinelabls_testing","1930874130","0M-1M","CARD"
0,"RESOLVED","USA",NA,"1930855840","3M-4M","CARD"
100,"RESOLVED",NA,NA,"78f61e90-b635-54e7-8f4b-23bcedd7","0M-1M","NB"
100,"RESOLVED","USA","Pinelabls_testing","1930855960","0M-1M","CARD"
0,"RESOLVED","UNITEDARABEMIRATES","Test ApplePay",NA,"6M-7M","CARD"
100,"RESOLVED",NA,"TATA PA test",NA,"3M-4M","WALLET"
0,NA,"BRAZIL","FIDO",NA,"5M-6M","CARD"
100,"RESOLVED",NA,NA,"epn_5m1yLIS1XvxBWHo","0M-1M","NB"
0,"RESOLVED",NA,NA,"775c9513-6074-5c6b-9096-2881ef74","3M-4M","NB"
0,NA,"INDIA","mpgs 2",NA,"0M-1M","CARD"
0,"RESOLVED",NA,"All PhonePe",NA,"5M-6M","NB"
0,"RESOLVED",NA,NA,"019b21fe-097e-76b1-bbe2-a409156f","6M-7M","UPI"
100,"RESOLVED",NA,NA,"019ae84a-3423-730b-aaa8-a1322c6e","0M-1M","NB"
0,"RESOLVED",NA,"Cahsfree Testing","g3tul15ctaa1","1H-1D","UPI"
100,"RESOLVED",NA,NA,"RID-e652e04b-b14d-4283-a873-c1cd","0M-1M","NB"
22.22,NA,"United Arab Emirates","MPGS 8",NA,"0M-1M","CARD"
0,NA,NA,NA,"Y","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"V2ViQXBwLTUwMENQ_10025671_lPEZ4p","0M-1M","CARD"
0,"RESOLVED",NA,"MPGS 4",NA,"0M-1M","UPI"
0,"MATCH",NA,NA,"37414a9e-fc34-5621-bc7f-1e7a9b4d","1M-2M","NB"
0,NA,"United Arab Emirates",NA,NA,"9M-10M","CARD"
54.55,"RESOLVED",NA,"DF UPI Routing",NA,"2M-3M","WALLET"
100,"RESOLVED",NA,"Cahsfree Testing","ak4udtq3mu30","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","82499edb-14ff-40e9-868c-d29f3c5b","0M-1M","CARD"
0,NA,NA,"PinLabs online",NA,"0M-1M","NB"
0,NA,NA,"Pinelabls_testing","1930865423","0M-1M","NB"
100,"CONFLICTED","UNITED STATES OF AMERICA",NA,NA,"5M-6M","CARD"
0,NA,"INDIA","zupee PL",NA,"0M-1M","CARD"
100,"RESOLVED",NA,NA,"762cdbe5-241a-5fd4-be74-46c972c1","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","3e0ua1ckqk3c","0M-1M","NB"
100,"RESOLVED",NA,NA,"8f2da074-e7cb-4ca5-8","0M-1M","WALLET"
100,"RESOLVED",NA,"Cahsfree Testing","68f4zws7ng6j","0M-1M","NB"
0,"RESOLVED","UNITEDSTATES",NA,"ios","10M-1H","CARD"
0,NA,NA,"FIDO",NA,"10M-1H","UPI"
0,"MATCH",NA,"Cashfree (Debit) & Payu (Credit)","708","10M-1H","UPI"
100,"RESOLVED",NA,NA,"c79e9c83-e74d-4f27-9dae-e9fb6400","0M-1M","UPI"
0,NA,NA,"Tata PA - 25% TN and 5% of other cards","BPPTN0881839091634610176","1H-1D","NB"
100,"RESOLVED",NA,NA,"8270ef24-c069-47c7-8","0M-1M","NB"
0,NA,"USA","Pinelabls_testing","1930859620","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_5m0QbVlBLHPMLhhPBV","0M-1M","UPI"
0,"RESOLVED","INDIA","PayU - 100%","1930873172","10M-1H","CARD"
100,"RESOLVED",NA,NA,"RINGMAS","5M-6M","NB"
100,"RESOLVED",NA,NA,"epn_5m0DJmE83scNmHy9Yh","0M-1M","NB"
0,"MATCH","INDIA","UAT- Phase 1- Payment Rules-All LOBs-25/11/2025",NA,"6M-7M","CARD"
100,"RESOLVED",NA,"Surcharge with Billdesk and PayU","https://devintegrationapi.tataai","0M-1M","NB"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"281","0M-1M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930856832","1M-2M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","i6hbzlc0i9os","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","d9d320ec-85c6-44d8-bfa9-9d107241","0M-1M","CARD"
0,"RESOLVED",NA,"Pinelabls_testing","1930861738","1M-2M","UPI"
100,"RESOLVED",NA,NA,"9739b934-a2b4-418c-ad57-066b5931","9M-10M","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930867384","0M-1M","CARD"
0,"RESOLVED",NA,"razorpay testing logic",NA,"3M-4M","UPI"
100,"RESOLVED",NA,"UPI_ROUTER","21f62f80-fda5-4930-971b-ab062856","5M-6M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","ni8sxtrs4p9q","0M-1M","NB"
100,"CONFLICTED",NA,NA,"9c5fad57-cae9-4f81-8f6b-cb792c27","10M-1H","UPI"
0,"MATCH",NA,"Cashfree (Debit) & Payu (Credit)","3.9.9","1H-1D","NB"
100,"RESOLVED",NA,NA,"app - Upsurge, item - Commodity ","0M-1M","NB"
0,NA,"United Arab Emirates","UPI_ROUTER","d0c25331-2b91-4db1-a640-664e7486","0M-1M","CARD"
100,"RESOLVED","INDIA",NA,"7bcab51b-45c6-457a-9cd3-bf4b3236","0M-1M","CARD"
100,"RESOLVED",NA,"dummy<>paytm waqf",NA,"2M-3M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930871778","0M-1M","CARD"
0,"RESOLVED",NA,"MPGS 1",NA,"1M-2M","NB"
100,"RESOLVED",NA,"Route traffic to BillDesk",NA,"0M-1M","UPI"
100,"RESOLVED",NA,NA,"7186","0M-1M","NB"
0,NA,NA,"PayU - 100%","1930873846","0M-1M","NB"
100,"RESOLVED","INDIA","ROuting Stg UPI to Yes and Card to Razorpay","aos_settings_getgaanaplus","0M-1M","CARD"
0,"RESOLVED",NA,NA,"b02069a1-acf3-4f0d-b645-145c605a","7M-8M","UPI"
100,"RESOLVED",NA,NA,"5f1def49-e6f3-48dc-b","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930868656","0M-1M","CARD"
0,"RESOLVED","USA",NA,"udf6","3M-4M","CARD"
100,"RESOLVED","INDIA",NA,"HBZ281132810-1764584205-U","0M-1M","CARD"
100,"RESOLVED",NA,NA,"app - Upsurge, item - Resume Bui","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"GFT23569929420","0M-1M","CARD"
0,"RESOLVED",NA,NA,"cffc38c0-a0de-4b4a-b132-681211cb","0M-1M","NB"
100,"RESOLVED","INDIA","Pinelabls_testing","1930867742","0M-1M","CARD"
100,"RESOLVED",NA,NA,"803de99c-0f15-53c7-af3d-2bf9a64e","0M-1M","NB"
100,"RESOLVED",NA,NA,"7006250","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","062c2326-0761-4c9d-a7e4-b5f82045","0M-1M","CARD"
0,NA,"INDIA","TATA PA test","udf6","0M-1M","CARD"
100,"RESOLVED",NA,NA,"V2ViQXBwLUVhdFN1cmU=_10022786_p2","0M-1M","NB"
0,"RESOLVED",NA,NA,"FAID171767742","0M-1M","UPI"
100,"RESOLVED",NA,"Standard EMI via PayU","TATANEU","9M-10M","NB"
97.78,"RESOLVED",NA,"Pinelabs test pg","subscription","0M-1M","NB"
0,"RESOLVED",NA,"TATA PA test",NA,"5M-6M","UPI"
100,"RESOLVED",NA,NA,"ea494553-bf77-489a-ac9e-653f0152","0M-1M","UPI"
0,"RESOLVED",NA,NA,"de956120-d651-4789-b69e-dbf6e87a","10M-1H","UPI"
0,"RESOLVED",NA,NA,"5e1176e3-87a5-4469-a2d3-0055bafd","10M-1H","UPI"
0,NA,NA,"wallet pl 2",NA,"5M-6M","NB"
0,"RESOLVED","UNITED STATES OF AMERICA",NA,"OTHER","3M-4M","CARD"
100,"CONFLICTED",NA,"Test - Jo",NA,"3M-4M","WALLET"
100,"CONFLICTED","UNITED STATES OF AMERICA","Test - Jo","udf6","4M-5M","CARD"
100,"RESOLVED","INDIA","8 PayU Cobrand with EMI, Cashfree Credit, Plural Debit, Fallback Cashfree and Plural-copy-0-copy-0-copy-0-copy-0",NA,"0M-1M","CARD"
100,"RESOLVED","INDIA","UPI_ROUTER","cad84adb-6571-443c-91b0-74e447ba","0M-1M","CARD"
0,"RESOLVED",NA,NA,"b5cfd313-ec93-462f-8c4c-db43030d","9M-10M","UPI"
0,"RESOLVED","INDIA","PayU - 100%","1930872496","10M-1H","CARD"
0,"RESOLVED",NA,"Tata PA - 25% TN and 5% of other cards","BPPTN0882884092245929984","1M-2M","NB"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"75710/false","0M-1M","CARD"
0,"RESOLVED",NA,NA,"TRAIN","1H-1D","NB"
0,"MATCH","USA",NA,"8921","0M-1M","CARD"
0,"RESOLVED","INDIA",NA,"0872189b-dcdf-4aea-83e2-e8ee41ec","1M-2M","CARD"
0,"RESOLVED",NA,NA,"1930872416","0M-1M","CONSUMER_FINANCE"
0,"MATCH","INDIA",NA,"8d753e10-617e-11f0-8ce1-afc553b0","0M-1M","CARD"
100,"RESOLVED",NA,NA,"14f3c0f7-66ff-4cfa-9","0M-1M","NB"
100,"RESOLVED",NA,"Cahsfree Testing","uraopw814q4j","0M-1M","NB"
0,"RESOLVED",NA,NA,"f6bc7b27-119f-4f36-9294-5094b16f","9M-10M","UPI"
100,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc5Mjg3LCJjbG90","0M-1M","WALLET"
100,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10022826_Xg","0M-1M","NB"
0,"RESOLVED","INDIA","Test route",NA,"5M-6M","CARD"
100,"RESOLVED",NA,NA,"75d6b908-60e1-4f55-9a84-441ef354","0M-1M","UPI"
100,"RESOLVED",NA,NA,"1b12720e-37cb-4998-8","0M-1M","NB"
100,"RESOLVED",NA,NA,"2796.54","0M-1M","NB"
100,"RESOLVED","UNITEDKINGDOM","70% TAP",NA,"0M-1M","CARD"
100,"RESOLVED",NA,"Cahsfree Testing","pn9gegl85eg7","0M-1M","NB"
0,NA,"INDIA",NA,"BPPTN0881876365789306880","0M-1M","CARD"
0,"RESOLVED",NA,"DF UPI Routing",NA,"6M-7M","UPI"
0,"RESOLVED",NA,"CARD ONLY DUMMY PG",NA,"0M-1M","WALLET"
100,"RESOLVED","UNITED STATES OF AMERICA",NA,"subscription|OD1745583861386|176","5M-6M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930857587","0M-1M","CARD"
100,"RESOLVED",NA,NA,"5dd00942-637e-42fa-b44d-91955719","0M-1M","NB"
nan,"RESOLVED",NA,"Current PL 25072025","google_play","5M-6M","NB"
71.43,"RESOLVED","United Arab Emirates",NA,"A30","0M-1M","CARD"
0,"RESOLVED",NA,NA,"epn_5ndGnIaMt7N7EUc","10M-1H","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930874623","0M-1M","CARD"
0,"RESOLVED",NA,"Cahsfree Testing","m9yt081ili5l","0M-1M","NB"
0,"RESOLVED",NA,NA,"ZWF0c3VyZV9hbmRyb2lk_10027070_Uq","0M-1M","NB"
0,"RESOLVED","INDIA","Pinelabls_testing","1930867714","5M-6M","CARD"
0,"RESOLVED","UNITED STATES OF AMERICA",NA,"75710/false","6M-7M","CARD"
0,"RESOLVED","UNITED STATES OF AMERICA","TestNew","UwOzPFptth3obyrN2g+Wfb6tlwJNi4Ca","3M-4M","CARD"
0,"MATCH",NA,"Surcharge with Billdesk and PayU","https://qa-myinsurance.tataaia.c","1H-1D","NB"
0,NA,NA,"Pinelabls_testing","1930857449","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","Tata PA test PL",NA,"0M-1M","CARD"
100,"RESOLVED","USA","Pinelabls_testing","1930859520","0M-1M","CARD"
0,NA,NA,"MPGS 5",NA,"0M-1M","NB"
0,NA,"USA","Pinelabls_testing","1930858018","0M-1M","CARD"
100,"RESOLVED",NA,"FIDO",NA,"0M-1M","WALLET"
100,"RESOLVED",NA,"Cahsfree Testing","n04mux1ibryt","0M-1M","NB"
0,"RESOLVED","USA","Pinelabls_testing","1930857037","3M-4M","CARD"
100,"RESOLVED",NA,"ScheduleTest","eyJvcmRlcklkIjozNjc4ODc4LCJjbG90","0M-1M","WALLET"
100,"RESOLVED",NA,NA,"1a11f48e-d936-4d55-918d-c25231a7","0M-1M","NB"
0,"MATCH",NA,NA,"epn_5mvJ1NAcLjmcd8I","10M-1H","UPI"
100,"RESOLVED",NA,"Cahsfree Testing","ljvog48bwr1w","0M-1M","NB"
0,NA,NA,NA,"1930865774","0M-1M","CONSUMER_FINANCE"
100,"RESOLVED","UNITED STATES OF AMERICA","Test - Jo","eyJhbGciOiJIUzI1NiIsInR5cCI6IkpX","0M-1M","CARD"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876849","0M-1M","CARD"
100,"RESOLVED",NA,NA,"496","0M-1M","WALLET"
0,"RESOLVED","INDIA","PayU - 100%","1930873729","10M-1H","CARD"
100,"RESOLVED",NA,NA,"6a413622-f127-4fb9-a","0M-1M","NB"
52.38,"RESOLVED",NA,"Geoffrey - International Nos Testing",NA,"0M-1M","CARD"
0,NA,NA,"cvv",NA,"0M-1M","UPI"
100,"RESOLVED","INDIA","Pinelabls_testing","1930865853","0M-1M","CARD"
100,"RESOLVED",NA,NA,"11afb02a-2f7f-4b41-8","0M-1M","NB"
0,"MATCH",NA,NA,"Retail","7M-8M","NB"
100,"RESOLVED",NA,NA,"9985ca97-8050-4b52-9","0M-1M","NB"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","ae62ea30-5b1a-4919-9773-1e761ca6","0M-1M","CARD"
0,NA,"POLAND",NA,"Android","0M-1M","CARD"
50,NA,"UNITED STATES OF AMERICA",NA,NA,"1M-2M","CARD"
100,"RESOLVED","United Arab Emirates","UPI_ROUTER","0bd9b9bb-5225-4004-8872-08363349","0M-1M","CARD"
0,"RESOLVED",NA,NA,"75688/false","7M-8M","NB"
0,"RESOLVED",NA,NA,"3ca34382-5d30-4a88-9244-05ed8678","8M-9M","NB"
0,"RESOLVED","UNITEDKINGDOM","Volume-Based Routing-copy-2",NA,"5M-6M","CARD"
0,NA,NA,"dummy<>paytm waqf",NA,"0M-1M","UPI"
0,"RESOLVED",NA,NA,"8e91a822-6112-41fa-91bf-ec3326d1","0M-1M","NB"
100,"RESOLVED","INDIA",NA,"HPP-281923874-1765373384-U","0M-1M","CARD"
100,"RESOLVED",NA,NA,"epn_5m21vM6eSAEnnel","0M-1M","NB"
100,"CONFLICTED",NA,"70% TAP",NA,"7M-8M","VIRTUAL_ACCOUNT"
100,"RESOLVED","INDIA","Pinelabls_testing","1930876846","0M-1M","CARD"
